Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
projet de loi tendant à limiter le cumul des mandats électoraux et des fonctions électives;projet de loi;06/11/1985;http://www.senat.fr/dossier-legislatif/a85863035.html;promulgué;conforme;28/12/1985;30/12/1985;85-1406;
projet de loi organique tendant à la limitation du cumul des mandats électoraux et des fonctions électives par les parlementaires;projet de loi organique;06/11/1985;http://www.senat.fr/dossier-legislatif/a85863036.html;promulgué;;28/12/1995;30/12/1985;85-1405;
projet de loi de finances rectificative de finances rectificative pour 1985;projet de loi de finances rectificative;29/11/1985;http://www.senat.fr/dossier-legislatif/a85863143.html;promulgué;partiellement conforme;28/12/1985;30/12/1985;85-1404;
projet de loi de finances pour 1986;projet de loi de finances;02/10/1985;http://www.senat.fr/dossier-legislatif/pjlf1986.html;promulgué;partiellement conforme;28/12/1985;30/12/1985;85-1403;Budget, Économie et finances, fiscalité
projet de loi relatif au congé de formation économique, sociale et syndicale;projet de loi;12/09/1985;http://www.senat.fr/dossier-legislatif/s84850485.html;promulgué;;;30/12/1985;85-1409;
projet de loi relatif à l'égalité des époux dans les régimes matrimoniaux et des parents dans la gestion des biens des enfants mineurs;projet de loi;02/04/1985;http://www.senat.fr/dossier-legislatif/a84852584.html;promulgué;;;23/12/1985;85-1372;
projet de loi relatif à la recherche et au développement technologique;projet de loi;06/06/1985;http://www.senat.fr/dossier-legislatif/a84852745.html;promulgué;;;23/12/1985;85-1376;
projet de loi de programme sur l'enseignement technologique et professionnel;projet de loi;10/07/1985;http://www.senat.fr/dossier-legislatif/a84852908.html;promulgué;;;23/12/1985;85-1371;
projet de loi complétant la loi n° 82-652 du 29 juillet 1982 sur la communication audiovisuelle;projet de loi;18/12/1985;http://www.senat.fr/dossier-legislatif/a85863220.html;promulgué;;;23/12/1985;85-1361;
projet de loi relatif à la dotation globale d'équipement;projet de loi;06/09/1985;http://www.senat.fr/dossier-legislatif/s84850481.html;promulgué;;;20/12/1985;85-1352;
projet de loi modifiant l'ordonnance n° 82-297 du 31 mars 1982 portant modification de certaines dispositions du Code des pensions civiles et militaires de retraite et relative à la cessation d'activité des fonctionnaires et agents de l'État et des établissements publ;projet de loi;08/10/1985;http://www.senat.fr/dossier-legislatif/s85860011.html;promulgué;;;19/12/1985;85-1342;
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Conseil fédéral suisse relatif à l'imposition des rémunérations des travailleurs frontaliers, signé à Paris le 11 avril 1983, complété par l'échange de lettres de;projet de loi;31/10/1985;http://www.senat.fr/dossier-legislatif/a85863024.html;promulgué;;;18/12/1985;85-1338;
projet de loi autorisant l'approbation de l'accord intervenu au sein du Conseil des communautés européennes les 23 et 24 avril 1985 entre les représentants des gouvernements des États membres, relatif au versement à la Communauté d'avances non remboursables pour 1985;projet de loi;07/11/1985;http://www.senat.fr/dossier-legislatif/a85863044.html;promulgué;;;18/12/1985;85-1336;
projet de loi autorisant l'approbation de la décision du Conseil des Communautés européennes du 7 mai 1985 relative au système des ressources propres des Communautés;projet de loi;07/11/1985;http://www.senat.fr/dossier-legislatif/a85863045.html;promulgué;;;18/12/1985;85-1335;
projet de loi autorisant la ratification du traité entre le Royaume de Belgique, le Royaume du Danemark, la République fédérale d'Allemagne, la République hellénique, la République française, l'Irlande, la République italienne, le Grand-Duché de Luxembourg, le Royaume;projet de loi;07/11/1985;http://www.senat.fr/dossier-legislatif/a85863046.html;promulgué;;;18/12/1985;85-1334;
projet de loi relatif à la composition et à l'élection de l'assemblée territoriale de la Polynésie française;projet de loi;06/11/1985;http://www.senat.fr/dossier-legislatif/s85860074.html;promulgué;;;18/12/1985;85-1337;
projet de loi modifiant diverses dispositions du droit des valeurs mobilières, des titres de créances négociables, des sociétés et des opérations de bourse;projet de loi;27/06/1985;http://www.senat.fr/dossier-legislatif/a84852861.html;promulgué;;;14/12/1985;85-1321;
projet de loi modifiant la loi n° 82-652 du 29 juillet 1982 et portant dispositions diverses relatives à la communication audiovisuelle;projet de loi;02/10/1985;http://www.senat.fr/dossier-legislatif/a85862963.html;promulgué;partiellement conforme;13/12/1985;13/12/1985;85-1317;
projet de loi portant réforme de la procédure d'instruction en matière pénale;projet de loi;02/10/1985;http://www.senat.fr/dossier-legislatif/a85862964.html;promulgué;;;10/12/1985;85-1303;
projet de loi relatif a la gestion, la valorisation et la protection de la forêt;projet de loi;23/01/1985;http://www.senat.fr/dossier-legislatif/a84852563.html;promulgué;;;04/12/1985;85-1273;
projet de loi portant amélioration des retraites des rapatriés;projet de loi;24/07/1985;http://www.senat.fr/dossier-legislatif/a84852920.html;promulgué;;;04/12/1985;85-1274;
projet de loi relatif à la dotation globale de fonctionnement;projet de loi;19/06/1985;http://www.senat.fr/dossier-legislatif/a84852800.html;promulgué;;;29/11/1985;85-1268;
projet de loi relatif aux taux des cotisations aux centres de gestion et de formation de la fonction publique territoriale;projet de loi;19/06/1985;http://www.senat.fr/dossier-legislatif/a84852801.html;promulgué;;;22/11/1985;85-1221;
projet de loi autorisant la ratification de la troisième convention A.C.P. - C.E.E. (et documents connexes) signée à Lomé le 8 décembre 1984 . L'approbation de l'Accord interne de 1985 relatif au financement et à la gestion des aides de la Communauté;projet de loi;11/07/1985;http://www.senat.fr/dossier-legislatif/a84852914.html;promulgué;;;22/11/1985;85-1224;
projet de loi relatif aux enseignants associés réfugiés;projet de loi;08/10/1985;http://www.senat.fr/dossier-legislatif/s85860010.html;promulgué;;;22/11/1985;85-1223;
projet de loi modifiant à compter du mois de décembre 1986, le taux de la taxe spécifique sur les produits pétroliers instituée par la loi n° 82-669 du 3 août 1982 portant création du Fonds spécial de grands travaux;projet de loi;08/10/1985;http://www.senat.fr/dossier-legislatif/s85860013.html;promulgué;;;22/11/1985;85-1222;
projet de loi modifiant diverses dispositions du Code de procédure pénale et du Code de la Route et relatif à la police judiciaire;projet de loi;14/06/1985;http://www.senat.fr/dossier-legislatif/a84852786.html;promulgué;;;18/11/1985;85-1196;
projet de loi autorisant l'adhésion à un Protocole sur l'intervention en haute mer en cas de pollution par des substances autres que les hydrocarbures;projet de loi;25/04/1985;http://www.senat.fr/dossier-legislatif/a84852656.html;promulgué;;;12/11/1985;85-1172;
projet de loi autorisant la ratification d'une Convention contre la torture et autres peines ou traitement cruels, inhumains ou dégradants;projet de loi;30/05/1985;http://www.senat.fr/dossier-legislatif/a84852731.html;promulgué;;;12/11/1985;85-1173;
proposition de loi relative à la clause pénale et au règlement des dettes;proposition de loi;24/05/1984;http://www.senat.fr/dossier-legislatif/a83842153.html;promulgué;;;11/10/1985;85-1097;
projet de loi relatif à la prise en charge par l'Etat, les départements et les régions des dépenses de personnel, de fonctionnement et d'équipement des services placés sous leur autorité;projet de loi;13/06/1985;http://www.senat.fr/dossier-legislatif/s84850370.html;promulgué;;;11/10/1985;85-1098;
projet de loi sur l'évolution de la Nouvelle-Calédonie;projet de loi;02/05/1985;http://www.senat.fr/dossier-legislatif/a84852662.html;promulgué;partiellement conforme;10/08/1985;23/08/1985;85-892;
projet de loi Nouvelle délibération de la loi sur l'évolution de la Nouvelle-Calédonie, demandé par M. le Président de la République en application de l'article 10, alinéa 2, de la Constitution;projet de loi;09/08/1985;http://www.senat.fr/dossier-legislatif/a84852939.html;promulgué;conforme;23/08/1985;23/08/1985;;
projet de loi relatif à la modernisation de la police nationale;projet de loi;26/06/1985;http://www.senat.fr/dossier-legislatif/a84852855.html;promulgué;;;07/08/1985;85-835;
projet de loi relatif aux congés de conversion;projet de loi;10/07/1985;http://www.senat.fr/dossier-legislatif/a84852912.html;promulgué;;;05/08/1985;85-832;
projet de loi portant réforme du code de la mutualité;projet de loi;25/04/1985;http://www.senat.fr/dossier-legislatif/a84852652.html;promulgué;conforme;24/07/1985;25/07/1985;85-773;
projet de loi portant diverses dispositions d'ordre social;projet de loi;02/05/1985;http://www.senat.fr/dossier-legislatif/a84852661.html;promulgué;conforme;24/07/1985;25/07/1985;85-772;
projet de loi pour un renouveau de l'amenagement;projet de loi;03/05/1984;http://www.senat.fr/dossier-legislatif/a83842096.html;promulgué;conforme;17/07/1985;18/07/1985;85-729;
projet de loi relatif a la maitrise d'ouvrage publique et a ses rapports avec la maitrise d'oeuvre privee;projet de loi;28/06/1984;http://www.senat.fr/dossier-legislatif/a83842265.html;promulgué;;;12/07/1985;85-704;
projet de loi relatif a la publicite faite en faveur des armes a feu et de leurs munitions;projet de loi;14/12/1984;http://www.senat.fr/dossier-legislatif/a84852523.html;promulgué;;;12/07/1985;85-706;
projet de loi relatif aux participations detenues dans les societes par actions;projet de loi;20/12/1984;http://www.senat.fr/dossier-legislatif/a84852556.html;promulgué;;;12/07/1985;85-705;
projet de loi relatif à certaines activités d'économie sociale;projet de loi;25/04/1985;http://www.senat.fr/dossier-legislatif/a84852657.html;promulgué;;;12/07/1985;85-703;
projet de loi relatif a l'urbanisme au voisinage des aerodromes;projet de loi;24/10/1984;http://www.senat.fr/dossier-legislatif/a84852393.html;promulgué;;;11/07/1985;85-696;
projet de loi relatif a l'entreprise unipersonnelle a responsabilite limitee;projet de loi;02/04/1985;http://www.senat.fr/dossier-legislatif/a84852577.html;promulgué;;;11/07/1985;85-697;
projet de loi relatif a l'emission de certaines valeurs mobilieres par les associations;projet de loi;02/04/1985;http://www.senat.fr/dossier-legislatif/a84852593.html;promulgué;;;11/07/1985;85-698;
projet de loi relatif à l'enregistrement audiovisuel ou sonore des audiences des juridictions;projet de loi;25/04/1985;http://www.senat.fr/dossier-legislatif/a84852651.html;promulgué;;;11/07/1985;85-699;
projet de loi portant diverses dispositions d'ordre économique et financier;projet de loi;25/04/1985;http://www.senat.fr/dossier-legislatif/a84852653.html;promulgué;partiellement conforme;10/07/1985;11/07/1985;85-695;
projet de loi modifiant le code electoral et relatif a l'election des deputes;projet de loi;10/04/1985;http://www.senat.fr/dossier-legislatif/a84852601.html;promulgué;conforme;10/07/1985;10/07/1985;85-690;
projet de loi organique modifiant le code electoral et relatif a l'election des deputes;projet de loi organique;10/04/1985;http://www.senat.fr/dossier-legislatif/a84852602.html;promulgué;conforme;10/07/1985;10/07/1985;85-688;
projet de loi modifiant le code electoral et relatif a l'election des conseillers regionaux;projet de loi;10/04/1985;http://www.senat.fr/dossier-legislatif/a84852603.html;promulgué;;;10/07/1985;85-692;
projet de loi relatif a l'élection des députés des territoires d'outre-mer et de la collectivité territoriale de Mayotte et de la collectivité territoriale de Saint-Pierre et Miquelon;projet de loi;18/04/1985;http://www.senat.fr/dossier-legislatif/a84852616.html;promulgué;conforme;10/07/1985;10/07/1985;85-691;
projet de loi organique relatif à l'élection des députés des territoires d'outre-mer et de la collectivité territoriale de Mayotte et de la collectivité territoriale de Saint-Pierre et Miquelon;projet de loi organique;18/04/1985;http://www.senat.fr/dossier-legislatif/a84852617.html;promulgué;conforme;10/07/1985;10/07/1985;85-689;
projet de loi tendant à l'amélioration de la situation des victimes d'accidents de la circulation et à l'accélération des procédures d'indemnisation;projet de loi;18/10/1984;http://www.senat.fr/dossier-legislatif/a84852391.html;promulgué;;;05/07/1985;85-677;
projet de loi autorisant l'approbation d'un avenant a la convention du 19 decembre 1980 entre le Gouvernement de la Republique francaise et le Gouvernement du Royaume de Norvege en vue d'eviter les doubles impositions, de prevenir l'evasion fiscale et d'etablir des re;projet de loi;21/03/1985;http://www.senat.fr/dossier-legislatif/s84850214.html;promulgué;;;05/07/1985;85-678;
